resp,mod,modlvl,est
den,cc_type2,modnon-grass,0.02171246236251989
den,cc_type2,modgrass,-0.36731053976648087
den,cc_type2,modnon-grass,0.04814793603705637
den,cc_type2,modgrass,-0.8553009514530017
den,cc_type2,modnon-grass,0.062301628164600234
den,cc_type2,modgrass,-0.49979546059862373
den,cc_type2,modnon-grass,-0.047766712118704036
den,cc_type2,modgrass,-0.38074621619335963
den,cc_type2,modnon-grass,0.16292051057781692
den,cc_type2,modgrass,-0.4146290836058208
den,cc_type2,modnon-grass,-0.47807106168897595
den,cc_type2,modgrass,-0.5921137886067311
den,cc_type2,modnon-grass,0.025810925698072713
den,cc_type2,modgrass,-0.40432811160433635
den,cc_type2,modnon-grass,-0.11768743649717456
den,cc_type2,modgrass,-0.49716821741874284
den,cc_type2,modnon-grass,0.060982720699694105
den,cc_type2,modgrass,-0.0021108660393432455
den,cc_type2,modnon-grass,0.27530858779910283
den,cc_type2,modgrass,-0.34038943708048647
den,cc_type2,modnon-grass,-0.17088670514298543
den,cc_type2,modgrass,-0.5192643913008421
den,cc_type2,modnon-grass,-0.23804524026523538
den,cc_type2,modgrass,-0.5758448300486345
den,cc_type2,modnon-grass,-0.08421005010565222
den,cc_type2,modgrass,-0.21158895529152902
den,cc_type2,modnon-grass,0.14977549506739116
den,cc_type2,modgrass,-0.1593980247254811
den,cc_type2,modnon-grass,-0.005858498505047597
den,cc_type2,modgrass,-0.671936846554536
den,cc_type2,modnon-grass,-0.12492326426920654
den,cc_type2,modgrass,-0.11516317968851557
den,cc_type2,modnon-grass,0.047322205056903564
den,cc_type2,modgrass,-0.1169650464418459
den,cc_type2,modnon-grass,0.061199597589396096
den,cc_type2,modgrass,-0.29025302402223463
den,cc_type2,modnon-grass,-0.1739643141826692
den,cc_type2,modgrass,-0.23591049986915133
den,cc_type2,modnon-grass,0.1373653864501704
den,cc_type2,modgrass,-0.6966564639474973
den,cc_type2,modnon-grass,-0.17590241071349336
den,cc_type2,modgrass,0.028200318943434798
den,cc_type2,modnon-grass,0.03930501882658271
den,cc_type2,modgrass,0.012899481511109475
den,cc_type2,modnon-grass,0.06440446704064881
den,cc_type2,modgrass,-0.44737757664359273
den,cc_type2,modnon-grass,0.056087420697226366
den,cc_type2,modgrass,-1.0136283970056221
den,cc_type2,modnon-grass,-0.09008523113336941
den,cc_type2,modgrass,-0.12388123975868685
den,cc_type2,modnon-grass,0.015694162346149655
den,cc_type2,modgrass,-0.742287528117439
den,cc_type2,modnon-grass,-0.15426028193413147
den,cc_type2,modgrass,-0.40514851805368146
den,cc_type2,modnon-grass,0.15846048117163883
den,cc_type2,modgrass,-0.31472704830970366
den,cc_type2,modnon-grass,0.14762864735074865
den,cc_type2,modgrass,-0.5287378066683657
den,cc_type2,modnon-grass,0.30800140612084714
den,cc_type2,modgrass,-0.22780734864047153
den,cc_type2,modnon-grass,-0.045545850722245027
den,cc_type2,modgrass,-0.09348698601666143
den,cc_type2,modnon-grass,0.3502992682075179
den,cc_type2,modgrass,-0.19404095208597552
den,cc_type2,modnon-grass,0.07398800656752225
den,cc_type2,modgrass,-0.5725094026166001
den,cc_type2,modnon-grass,0.009641006497144403
den,cc_type2,modgrass,-0.5953232792318331
den,cc_type2,modnon-grass,-0.04876040064073095
den,cc_type2,modgrass,-0.31004701702763354
den,cc_type2,modnon-grass,0.12583019501066445
den,cc_type2,modgrass,-0.16544231130526393
den,cc_type2,modnon-grass,0.05378174418804061
den,cc_type2,modgrass,-0.7844239004979692
den,cc_type2,modnon-grass,-0.06065625603276202
den,cc_type2,modgrass,-0.3332131937666011
den,cc_type2,modnon-grass,-0.011929991078790555
den,cc_type2,modgrass,-0.4175511359348349
den,cc_type2,modnon-grass,0.07210622086061813
den,cc_type2,modgrass,-0.37820523738734374
den,cc_type2,modnon-grass,-0.02454159417029599
den,cc_type2,modgrass,-0.880120523941964
den,cc_type2,modnon-grass,-0.23231952382520413
den,cc_type2,modgrass,0.02539777859724867
den,cc_type2,modnon-grass,0.19604319995938388
den,cc_type2,modgrass,-0.5396640435018559
den,cc_type2,modnon-grass,0.01802702204009375
den,cc_type2,modgrass,-0.4490465326165272
den,cc_type2,modnon-grass,0.07986662126438103
den,cc_type2,modgrass,-0.3758254144619668
den,cc_type2,modnon-grass,0.03015708986105422
den,cc_type2,modgrass,-0.5936488653530891
den,cc_type2,modnon-grass,0.06709333792033598
den,cc_type2,modgrass,-0.8709397830420603
den,cc_type2,modnon-grass,-0.05435227109293042
den,cc_type2,modgrass,-0.42524630852150386
den,cc_type2,modnon-grass,0.3605886828877677
den,cc_type2,modgrass,-0.7456799744447296
den,cc_type2,modnon-grass,-0.016596827395686166
den,cc_type2,modgrass,-0.6745898612341246
den,cc_type2,modnon-grass,-0.08379699798046467
den,cc_type2,modgrass,-0.3484915581558463
den,cc_type2,modnon-grass,0.04029712975626734
den,cc_type2,modgrass,-0.335652715875577
den,cc_type2,modnon-grass,-0.03497924403565356
den,cc_type2,modgrass,-0.45992111274240427
den,cc_type2,modnon-grass,-0.051590235911682325
den,cc_type2,modgrass,-0.422790362803365
den,cc_type2,modnon-grass,0.01053849577138356
den,cc_type2,modgrass,-0.4247279824240309
den,cc_type2,modnon-grass,0.09584161229614625
den,cc_type2,modgrass,0.056748805412680035
den,cc_type2,modnon-grass,0.12305967445572483
den,cc_type2,modgrass,-0.5635275839964667
den,cc_type2,modnon-grass,-0.2349158724612954
den,cc_type2,modgrass,-0.3945308463038386
den,cc_type2,modnon-grass,-0.015760281097701574
den,cc_type2,modgrass,-0.4196809198949893
den,cc_type2,modnon-grass,0.15074424738045544
den,cc_type2,modgrass,-0.47228802315362517
den,cc_type2,modnon-grass,-0.048300495444997496
den,cc_type2,modgrass,-0.9345831275178764
den,cc_type2,modnon-grass,-0.07737367697069054
den,cc_type2,modgrass,-0.9484277040194379
den,cc_type2,modnon-grass,-0.18379914100636377
den,cc_type2,modgrass,-0.4968001450301698
den,cc_type2,modnon-grass,0.1561441503251067
den,cc_type2,modgrass,-0.9151255835977137
den,cc_type2,modnon-grass,-0.14539065726843187
den,cc_type2,modgrass,-0.6950937857023644
den,cc_type2,modnon-grass,-0.21060959683279665
den,cc_type2,modgrass,-0.8302440594478447
den,cc_type2,modnon-grass,-0.17858661379995894
den,cc_type2,modgrass,-0.3086595608996096
den,cc_type2,modnon-grass,-0.21396513218914243
den,cc_type2,modgrass,-0.42126854949351383
den,cc_type2,modnon-grass,0.23343758224286548
den,cc_type2,modgrass,-0.5376114345233387
den,cc_type2,modnon-grass,-0.08248711923133803
den,cc_type2,modgrass,-0.3437698208792603
den,cc_type2,modnon-grass,-0.27235505847228225
den,cc_type2,modgrass,-0.6444314781710172
den,cc_type2,modnon-grass,-0.10852821529960502
den,cc_type2,modgrass,-0.09859015429510026
den,cc_type2,modnon-grass,0.010551359125838442
den,cc_type2,modgrass,-0.41652573388710445
den,cc_type2,modnon-grass,-0.14175867332256079
den,cc_type2,modgrass,-0.46731109548990657
den,cc_type2,modnon-grass,-0.14454267945636085
den,cc_type2,modgrass,-0.12341540651520075
den,cc_type2,modnon-grass,-0.025579672793034827
den,cc_type2,modgrass,-0.3119451389069706
den,cc_type2,modnon-grass,-0.06577022724623031
den,cc_type2,modgrass,-0.6159235187652735
den,cc_type2,modnon-grass,-0.2083506211064648
den,cc_type2,modgrass,-0.9038678687547137
den,cc_type2,modnon-grass,-0.10802167677873839
den,cc_type2,modgrass,-0.9788415876236006
den,cc_type2,modnon-grass,-0.16636636773611932
den,cc_type2,modgrass,-0.08984857045997281
den,cc_type2,modnon-grass,0.1175643350462916
den,cc_type2,modgrass,-0.33930770337639754
den,cc_type2,modnon-grass,-0.1125543967254018
den,cc_type2,modgrass,-0.21775640328757348
den,cc_type2,modnon-grass,0.11783244760910339
den,cc_type2,modgrass,-0.21403167058207218
den,cc_type2,modnon-grass,0.00523414188693082
den,cc_type2,modgrass,-0.2934920742407921
den,cc_type2,modnon-grass,0.037299222063839683
den,cc_type2,modgrass,-0.8181127748606964
den,cc_type2,modnon-grass,-0.150768721194972
den,cc_type2,modgrass,-0.47508719632643875
den,cc_type2,modnon-grass,0.01106356613119431
den,cc_type2,modgrass,-0.25713390800252195
den,cc_type2,modnon-grass,-0.04015596081674797
den,cc_type2,modgrass,-0.6323382450231622
den,cc_type2,modnon-grass,0.012922954340170625
den,cc_type2,modgrass,-0.11878015194633129
den,cc_type2,modnon-grass,0.3033257423811197
den,cc_type2,modgrass,-0.6748306377141059
den,cc_type2,modnon-grass,0.047702987319229784
den,cc_type2,modgrass,-0.6768934079708855
den,cc_type2,modnon-grass,-0.09064199359870136
den,cc_type2,modgrass,-0.5009641813502611
den,cc_type2,modnon-grass,-0.06150911627128457
den,cc_type2,modgrass,-0.205637700095647
den,cc_type2,modnon-grass,-0.020525870236244307
den,cc_type2,modgrass,-0.7245267381804602
den,cc_type2,modnon-grass,-0.21776466809890038
den,cc_type2,modgrass,-0.41735545906911165
den,cc_type2,modnon-grass,-0.14153108144189536
den,cc_type2,modgrass,-0.8030227771864044
den,cc_type2,modnon-grass,0.011792359939369767
den,cc_type2,modgrass,-0.7107892550825599
den,cc_type2,modnon-grass,-0.38604771751794825
den,cc_type2,modgrass,-0.11108744509312664
den,cc_type2,modnon-grass,-0.043373954119945865
den,cc_type2,modgrass,-0.7023300082535149
den,cc_type2,modnon-grass,0.0038458588179612826
den,cc_type2,modgrass,-0.5628019217748006
den,cc_type2,modnon-grass,-0.20948578293255338
den,cc_type2,modgrass,-0.8491136142652891
den,cc_type2,modnon-grass,-0.26456225666814737
den,cc_type2,modgrass,-0.29206048286793923
den,cc_type2,modnon-grass,0.13116794921910932
den,cc_type2,modgrass,-0.5839786777631522
den,cc_type2,modnon-grass,-0.1024869678178107
den,cc_type2,modgrass,-0.2494633924392467
den,cc_type2,modnon-grass,-0.19971964240706527
den,cc_type2,modgrass,-0.5260952675032643
den,cc_type2,modnon-grass,-0.1546229437909755
den,cc_type2,modgrass,-0.3658584887718991
den,cc_type2,modnon-grass,0.05804139246440732
den,cc_type2,modgrass,-0.7956277313741894
den,cc_type2,modnon-grass,-0.15357579725564804
den,cc_type2,modgrass,-0.4664732311666
den,cc_type2,modnon-grass,-0.24397279622198345
den,cc_type2,modgrass,-0.40813177310763876
den,cc_type2,modnon-grass,-0.13634744718757305
den,cc_type2,modgrass,-0.4326307849123138
den,cc_type2,modnon-grass,0.12428844677462977
den,cc_type2,modgrass,-0.47374475335242106
den,cc_type2,modnon-grass,0.04157296557651804
den,cc_type2,modgrass,-0.8297692170991009
den,cc_type2,modnon-grass,-0.03492920004842878
den,cc_type2,modgrass,-0.4494515696484468
den,cc_type2,modnon-grass,-0.04686179181058364
den,cc_type2,modgrass,-0.647480936037059
den,cc_type2,modnon-grass,-0.13660303842939298
den,cc_type2,modgrass,-0.5016587577792128
den,cc_type2,modnon-grass,-0.11784649714937004
den,cc_type2,modgrass,-0.5587109575644198
den,cc_type2,modnon-grass,-0.011638447230706103
den,cc_type2,modgrass,-0.8569293971412699
den,cc_type2,modnon-grass,-0.34467975767106923
den,cc_type2,modgrass,-0.3653175241247882
den,cc_type2,modnon-grass,-0.04183101775821443
den,cc_type2,modgrass,-0.5472852640097722
den,cc_type2,modnon-grass,-0.17035679866548575
den,cc_type2,modgrass,0.006766694617734277
den,cc_type2,modnon-grass,-0.1571668142456496
den,cc_type2,modgrass,-0.38597211144660176
den,cc_type2,modnon-grass,0.012734197023778152
den,cc_type2,modgrass,-0.39574726284227735
den,cc_type2,modnon-grass,-0.176717481540962
den,cc_type2,modgrass,-0.5759007961793962
den,cc_type2,modnon-grass,-0.14615911613827545
den,cc_type2,modgrass,-0.4082291733045366
den,cc_type2,modnon-grass,-0.15780240365788442
den,cc_type2,modgrass,-0.6874943511469231
den,cc_type2,modnon-grass,-0.17432348274663756
den,cc_type2,modgrass,-0.46735747855215176
den,cc_type2,modnon-grass,0.1385129025590379
den,cc_type2,modgrass,-0.22752533343072892
den,cc_type2,modnon-grass,0.033378571486182326
den,cc_type2,modgrass,-0.9208841019526354
den,cc_type2,modnon-grass,-0.33964354899035376
den,cc_type2,modgrass,-0.37581643961946104
den,cc_type2,modnon-grass,-0.03306755947666817
den,cc_type2,modgrass,-0.9813274662547125
den,cc_type2,modnon-grass,0.0152523819313154
den,cc_type2,modgrass,-0.12519945912033043
den,cc_type2,modnon-grass,0.17758904389906383
den,cc_type2,modgrass,-0.8945857172306607
den,cc_type2,modnon-grass,-0.008670965339823825
den,cc_type2,modgrass,-0.34608296774306746
den,cc_type2,modnon-grass,-0.13809642398142857
den,cc_type2,modgrass,-0.011762767809585224
den,cc_type2,modnon-grass,0.11626809736847368
den,cc_type2,modgrass,-0.5423339740862491
den,cc_type2,modnon-grass,-0.08158608235920695
den,cc_type2,modgrass,-0.4586737560488233
den,cc_type2,modnon-grass,-0.13728978884007542
den,cc_type2,modgrass,-0.622093907695721
den,cc_type2,modnon-grass,-0.1572866488569714
den,cc_type2,modgrass,-0.10219518497695593
den,cc_type2,modnon-grass,0.17694881039392596
den,cc_type2,modgrass,-0.1231298275991863
den,cc_type2,modnon-grass,0.12469728794613393
den,cc_type2,modgrass,-0.2459051658548488
den,cc_type2,modnon-grass,0.10518009513691304
den,cc_type2,modgrass,-0.43872197057073015
den,cc_type2,modnon-grass,0.06721209347334196
den,cc_type2,modgrass,-0.70406509414868
den,cc_type2,modnon-grass,-0.3886385003843731
den,cc_type2,modgrass,-0.5095717376300688
den,cc_type2,modnon-grass,-0.05913812667916767
den,cc_type2,modgrass,-0.5861380931365516
den,cc_type2,modnon-grass,-0.44966631966772724
den,cc_type2,modgrass,-0.3104306011997472
den,cc_type2,modnon-grass,0.04067157406781991
den,cc_type2,modgrass,-0.6810565249439537
den,cc_type2,modnon-grass,-0.1883574488738206
den,cc_type2,modgrass,-0.3968381011010898
den,cc_type2,modnon-grass,0.2799309685370029
den,cc_type2,modgrass,-0.7929583983614955
den,cc_type2,modnon-grass,-0.03424869003983824
den,cc_type2,modgrass,-0.7600031568063518
den,cc_type2,modnon-grass,-0.1501676194432898
den,cc_type2,modgrass,-0.5276989459491118
den,cc_type2,modnon-grass,2.8728718854946353e-4
den,cc_type2,modgrass,-0.6084081775849902
den,cc_type2,modnon-grass,-0.07474616519454598
den,cc_type2,modgrass,0.05687764562876292
den,cc_type2,modnon-grass,0.09129070016619305
den,cc_type2,modgrass,-0.6902293469558923
den,cc_type2,modnon-grass,-0.2670411624147353
den,cc_type2,modgrass,-0.4157713463623713
den,cc_type2,modnon-grass,0.026120236597707937
den,cc_type2,modgrass,-0.6284447129310852
den,cc_type2,modnon-grass,-0.222078504919986
den,cc_type2,modgrass,-0.39887295417627977
den,cc_type2,modnon-grass,0.172522243209601
den,cc_type2,modgrass,-0.4343566861517073
den,cc_type2,modnon-grass,0.0653173437932147
den,cc_type2,modgrass,-0.24420073454004823
den,cc_type2,modnon-grass,-0.1289152900601009
den,cc_type2,modgrass,-0.4723132179726712
den,cc_type2,modnon-grass,0.037281298662621185
den,cc_type2,modgrass,-0.19986024851544298
den,cc_type2,modnon-grass,-0.082442876078426
den,cc_type2,modgrass,-0.9018946548715694
den,cc_type2,modnon-grass,-0.375480671048005
den,cc_type2,modgrass,-0.3151291097624776
den,cc_type2,modnon-grass,0.12006576294545374
den,cc_type2,modgrass,-0.410203276967578
den,cc_type2,modnon-grass,0.03724745675861655
den,cc_type2,modgrass,-0.7769928175619017
den,cc_type2,modnon-grass,-0.10746382952016728
den,cc_type2,modgrass,-0.27954632835381665
den,cc_type2,modnon-grass,-0.05228339442235572
den,cc_type2,modgrass,-0.30529687657284765
den,cc_type2,modnon-grass,-0.03722329965579648
den,cc_type2,modgrass,-0.1921552122351479
den,cc_type2,modnon-grass,0.04224648775165572
den,cc_type2,modgrass,-0.3867598756330892
den,cc_type2,modnon-grass,-0.055661589088598806
den,cc_type2,modgrass,-0.748432328897979
den,cc_type2,modnon-grass,-0.14743692037665357
den,cc_type2,modgrass,-0.2571476023307551
den,cc_type2,modnon-grass,0.09707749307601594
den,cc_type2,modgrass,-0.6541210481142767
den,cc_type2,modnon-grass,-0.17965195613081025
den,cc_type2,modgrass,-0.08093772651072184
den,cc_type2,modnon-grass,0.26548042880630796
den,cc_type2,modgrass,-0.8406174522160499
den,cc_type2,modnon-grass,-0.3416953039538766
den,cc_type2,modgrass,-0.3182919654963602
den,cc_type2,modnon-grass,0.14801868205538904
den,cc_type2,modgrass,-0.49872647931501923
den,cc_type2,modnon-grass,0.14829154038544345
den,cc_type2,modgrass,-0.6711840208248333
den,cc_type2,modnon-grass,-0.056686861888875756
den,cc_type2,modgrass,-0.7103603322743949
den,cc_type2,modnon-grass,-0.29009759657826245
den,cc_type2,modgrass,-0.25098852883920525
den,cc_type2,modnon-grass,-0.07952555541733926
den,cc_type2,modgrass,-0.9060649082744541
den,cc_type2,modnon-grass,-0.11870370829540189
den,cc_type2,modgrass,-0.33607519095503396
den,cc_type2,modnon-grass,-0.23710161723219797
den,cc_type2,modgrass,-0.4800943829019474
den,cc_type2,modnon-grass,0.31554702172630117
den,cc_type2,modgrass,-0.6993856078140939
den,cc_type2,modnon-grass,-0.4584177778969555
den,cc_type2,modgrass,-0.1877775223467678
den,cc_type2,modnon-grass,0.13177627413550064
den,cc_type2,modgrass,-0.09116036583773332
den,cc_type2,modnon-grass,0.11797827527394228
den,cc_type2,modgrass,-0.6490274701843698
den,cc_type2,modnon-grass,-0.20799394980380234
den,cc_type2,modgrass,-0.6148230454016083
den,cc_type2,modnon-grass,-0.0756634092822425
den,cc_type2,modgrass,-0.37304354990809635
den,cc_type2,modnon-grass,0.04309884124936839
den,cc_type2,modgrass,-0.14978105465127228
den,cc_type2,modnon-grass,0.09031314723501503
den,cc_type2,modgrass,-0.4596582975835385
den,cc_type2,modnon-grass,0.09111272675970937
den,cc_type2,modgrass,-0.3805334303117188
den,cc_type2,modnon-grass,-0.038293799678785434
den,cc_type2,modgrass,-0.10433986217747623
den,cc_type2,modnon-grass,0.01634335288317384
den,cc_type2,modgrass,-0.3938833930834209
den,cc_type2,modnon-grass,-0.024104704695121784
den,cc_type2,modgrass,-0.22133757170801469
den,cc_type2,modnon-grass,-0.0011068815688623187
den,cc_type2,modgrass,-0.21430532675612715
den,cc_type2,modnon-grass,0.19538112924631193
den,cc_type2,modgrass,-0.8577216016704639
den,cc_type2,modnon-grass,0.01268195970847565
den,cc_type2,modgrass,-0.5007350632133922
den,cc_type2,modnon-grass,0.02482707057131968
den,cc_type2,modgrass,-0.2413263417999186
den,cc_type2,modnon-grass,-0.24862930771656788
den,cc_type2,modgrass,-0.20521596720342564
den,cc_type2,modnon-grass,0.041862749269694195
den,cc_type2,modgrass,-0.6565675661630095
den,cc_type2,modnon-grass,0.09695099517778669
den,cc_type2,modgrass,-0.7165462876111366
den,cc_type2,modnon-grass,0.14308103389038054
den,cc_type2,modgrass,-0.8322628525387153
den,cc_type2,modnon-grass,-0.183709404612686
den,cc_type2,modgrass,-0.7194268870216813
den,cc_type2,modnon-grass,-0.13337488692012273
den,cc_type2,modgrass,-0.5455360640147412
den,cc_type2,modnon-grass,0.002119564598821417
den,cc_type2,modgrass,-0.5119059472849776
den,cc_type2,modnon-grass,0.04237168540758936
den,cc_type2,modgrass,-0.5216098300925375
den,cc_type2,modnon-grass,0.024566621483823034
den,cc_type2,modgrass,-0.638008828791484
den,cc_type2,modnon-grass,-0.11622733505814466
den,cc_type2,modgrass,-0.5774782902398031
den,cc_type2,modnon-grass,-0.11920951658202772
den,cc_type2,modgrass,-0.45331960244685365
den,cc_type2,modnon-grass,-0.08775415951248756
den,cc_type2,modgrass,-0.3806050759846626
den,cc_type2,modnon-grass,0.14380784288014228
den,cc_type2,modgrass,-0.5591638510785593
den,cc_type2,modnon-grass,-0.24112706798670502
den,cc_type2,modgrass,-0.6114428281344971
den,cc_type2,modnon-grass,-0.1589084157667076
den,cc_type2,modgrass,-0.8210443306156925
den,cc_type2,modnon-grass,-0.06557222298800666
den,cc_type2,modgrass,-0.6741956106975858
den,cc_type2,modnon-grass,0.31946634962895215
den,cc_type2,modgrass,-0.6624641061652133
den,cc_type2,modnon-grass,-0.38358940974175126
den,cc_type2,modgrass,-0.7551800477049186
den,cc_type2,modnon-grass,-0.043500984196608715
den,cc_type2,modgrass,-0.6588010343637649
den,cc_type2,modnon-grass,-0.3680110445009813
den,cc_type2,modgrass,-0.546814145524725
den,cc_type2,modnon-grass,0.09615397436748423
den,cc_type2,modgrass,-0.7161841493854924
den,cc_type2,modnon-grass,0.05650934524083483
den,cc_type2,modgrass,-0.27383377398305164
den,cc_type2,modnon-grass,0.164416370814377
den,cc_type2,modgrass,-0.37849288328173647
den,cc_type2,modnon-grass,0.11676615535876839
den,cc_type2,modgrass,-0.40895408236184816
den,cc_type2,modnon-grass,0.10380786977398263
den,cc_type2,modgrass,-0.8826374640700212
den,cc_type2,modnon-grass,0.07239511065708051
den,cc_type2,modgrass,-0.0699842724318914
den,cc_type2,modnon-grass,-0.06895685752095251
den,cc_type2,modgrass,-0.9804958392127354
den,cc_type2,modnon-grass,-0.09278780114393824
den,cc_type2,modgrass,-0.8171406068714451
den,cc_type2,modnon-grass,-0.18897792323344018
den,cc_type2,modgrass,-0.27099399092313614
den,cc_type2,modnon-grass,0.015678795483018926
den,cc_type2,modgrass,-0.2679368152984282
den,cc_type2,modnon-grass,-0.19020060506046702
den,cc_type2,modgrass,-0.32440076878105417
den,cc_type2,modnon-grass,-0.1586288513774595
den,cc_type2,modgrass,-0.08444035268117474
den,cc_type2,modnon-grass,0.20664508685888583
den,cc_type2,modgrass,-0.5517064753527379
den,cc_type2,modnon-grass,-0.09186702644409193
den,cc_type2,modgrass,-0.14471737924147607
den,cc_type2,modnon-grass,0.23847832238645209
den,cc_type2,modgrass,0.13024141896034314
den,cc_type2,modnon-grass,0.18925190344673018
den,cc_type2,modgrass,-0.39848154211132647
den,cc_type2,modnon-grass,0.0918362051402234
den,cc_type2,modgrass,-0.773485322433339
den,cc_type2,modnon-grass,-0.07478856534277051
den,cc_type2,modgrass,-0.669506720392062
den,cc_type2,modnon-grass,-0.0910932091247992
den,cc_type2,modgrass,0.11881698296215171
den,cc_type2,modnon-grass,-0.02669093360214171
den,cc_type2,modgrass,-0.2730707907830107
den,cc_type2,modnon-grass,-0.004459763387500625
den,cc_type2,modgrass,-0.7477199171300468
den,cc_type2,modnon-grass,-0.2755616884004797
den,cc_type2,modgrass,-0.37324656171716786
den,cc_type2,modnon-grass,-0.12950286504816516
den,cc_type2,modgrass,-0.05168598224412876
den,cc_type2,modnon-grass,0.23875342102442215
den,cc_type2,modgrass,-0.12241112797416304
den,cc_type2,modnon-grass,-0.07958883717428958
den,cc_type2,modgrass,-0.35070763786637976
den,cc_type2,modnon-grass,0.1108602717340937
den,cc_type2,modgrass,-0.5666733494305898
den,cc_type2,modnon-grass,0.2389960248206362
den,cc_type2,modgrass,0.1434985937727798
den,cc_type2,modnon-grass,0.25832754769585886
den,cc_type2,modgrass,-0.40629383235235855
den,cc_type2,modnon-grass,0.07816835996958246
den,cc_type2,modgrass,-0.33964954710922024
den,cc_type2,modnon-grass,0.036014812851489345
den,cc_type2,modgrass,-0.11323240098672148
den,cc_type2,modnon-grass,0.07579206775064519
den,cc_type2,modgrass,-0.019324091574062494
den,cc_type2,modnon-grass,0.12569594721932562
den,cc_type2,modgrass,-0.5494063026776571
den,cc_type2,modnon-grass,0.011843054451191411
den,cc_type2,modgrass,-0.7249241326459062
den,cc_type2,modnon-grass,0.07725752782971784
den,cc_type2,modgrass,-0.1586369269720551
den,cc_type2,modnon-grass,0.07021627492868834
den,cc_type2,modgrass,-0.27516270206093235
den,cc_type2,modnon-grass,0.05767858744234119
den,cc_type2,modgrass,-0.8494617819766449
den,cc_type2,modnon-grass,-0.33969188116154647
den,cc_type2,modgrass,-0.6541342552075823
den,cc_type2,modnon-grass,-0.09950778347104466
den,cc_type2,modgrass,-0.41029632768884966
den,cc_type2,modnon-grass,0.015399324837314583
den,cc_type2,modgrass,-0.7784340731534604
den,cc_type2,modnon-grass,-0.0320012892686149
den,cc_type2,modgrass,-0.7273258804259336
den,cc_type2,modnon-grass,0.0539677365152717
den,cc_type2,modgrass,-1.0623500663701646
den,cc_type2,modnon-grass,-0.24666787977108673
den,cc_type2,modgrass,-0.14428923094750704
den,cc_type2,modnon-grass,0.012490209775709138
den,cc_type2,modgrass,-0.4684575520522475
den,cc_type2,modnon-grass,-0.19630074902164263
den,cc_type2,modgrass,-0.9021857175811515
den,cc_type2,modnon-grass,-0.23950951025392114
den,cc_type2,modgrass,-0.23126251093039676
den,cc_type2,modnon-grass,0.05667176122715082
