level1,level2,est,se,df,statistic,p.value,resp,mod_code
corn,soybean,-0.5214638356245145,0.22352538318470713,60.999999998012534,-2.3329065728235885,0.02296761980113694,bio,crop_follow
corn,soybean,-0.819409973332722,0.47470418449474755,2.6115319854015633,-1.7261486207560248,0.19620813849146235,den,crop_follow
